0.001249219	0.003742975	0.006230499	0.008711802	0.011186896	0.013655793	0.016118504	0.01857504	0.021025414	0.023469637	0.02590772	0.028339675	0.030765514	0.033185247	0.035598887	0.038006445	0.040407932	0.04280336	0.04519274	0.047576084
0.001247658	0.003728965	0.00619168	0.008635907	0.011061749	0.013469311	0.015858695	0.018230003	0.020583338	0.0229188	0.025236491	0.02753651	0.029818958	0.032083934	0.034331537	0.036561865	0.038775016	0.040971087	0.043150175	0.045312376
0.0012461	0.003715008	0.006153103	0.008560672	0.010938002	0.013285375	0.015603073	0.017891375	0.020150556	0.022380891	0.024582652	0.026756108	0.028901525	0.031019171	0.033109306	0.035172191	0.037208086	0.039217247	0.041199926	0.043156377
0.001244543	0.003701103	0.006114766	0.008486093	0.010815639	0.013103951	0.015351572	0.017559037	0.019726875	0.021855608	0.023945753	0.025997822	0.028012319	0.029989743	0.031930587	0.033835338	0.035704478	0.037538483	0.039337823	0.041102962
0.001242988	0.00368725	0.006076668	0.008412164	0.010694645	0.012925005	0.015104125	0.017232873	0.019312101	0.021342652	0.023325356	0.025261027	0.027150471	0.028994479	0.030793831	0.032549297	0.034261631	0.035931581	0.03755988	0.039147251
0.001241436	0.003673448	0.006038807	0.008338878	0.010575004	0.012748503	0.014860667	0.016912767	0.018906048	0.020841736	0.022721031	0.024545113	0.026315138	0.028032244	0.029697545	0.031312136	0.032877092	0.034393466	0.035862295	0.037284593
0.001239885	0.003659699	0.006001182	0.008266231	0.010456702	0.01257441	0.014621132	0.016598607	0.018508533	0.020352577	0.022132364	0.023849488	0.025505507	0.027101943	0.028640288	0.030121999	0.031548502	0.032921193	0.034241435	0.035510563
0.001238336	0.003646001	0.005963792	0.008194217	0.010339724	0.012402695	0.014385459	0.016290282	0.018119377	0.019874898	0.021558949	0.023173578	0.024720785	0.026202515	0.027620669	0.028977097	0.030273602	0.031511943	0.032693833	0.033820942
0.001236789	0.003632354	0.005926634	0.008122831	0.010224053	0.012233325	0.014153584	0.015987685	0.017738402	0.01940843	0.02100039	0.022516824	0.023960206	0.025332937	0.02663735	0.027875712	0.029050222	0.030163018	0.031216177	0.032211715
0.001235244	0.003618758	0.005889708	0.008052066	0.010109677	0.012066268	0.013925447	0.015690709	0.017365438	0.018952911	0.020456302	0.021878683	0.023223028	0.024492218	0.025689038	0.026816189	0.027876279	0.028871837	0.029805307	0.030679056
0.001233701	0.003605213	0.005853012	0.007981918	0.009996581	0.011901493	0.013700987	0.015399249	0.017000315	0.018508083	0.01992631	0.021258627	0.022508531	0.023679399	0.024774487	0.025796937	0.026749776	0.027635927	0.028458203	0.029219322
0.00123216	0.003591719	0.005816545	0.007912381	0.00988475	0.011738967	0.013480146	0.015113203	0.01664287	0.018073694	0.01941005	0.020656143	0.021816016	0.022893555	0.023892495	0.024816426	0.025668797	0.026452922	0.027171985	0.027829043
0.001230621	0.003578275	0.005780305	0.007843449	0.009774169	0.011578661	0.013262863	0.014832471	0.01629294	0.017649501	0.018907166	0.020070735	0.021144808	0.02213379	0.023041902	0.023873182	0.0246315	0.025320557	0.025943899	0.026504915
0.001229083	0.003564882	0.005744291	0.007775119	0.009664826	0.011420544	0.013049084	0.014556953	0.015950368	0.017235264	0.01841731	0.019501917	0.02049425	0.02139924	0.022221591	0.022965791	0.023636121	0.024236666	0.024771318	0.02524379
0.001227548	0.003551538	0.005708501	0.007707383	0.009556706	0.011264586	0.01283875	0.014286553	0.015614999	0.016830749	0.017940146	0.01894922	0.019863709	0.020689067	0.021430484	0.022092888	0.022680967	0.023199173	0.023651735	0.024042671
0.001226014	0.003538245	0.005672934	0.007640238	0.009449796	0.011110758	0.012631806	0.014021176	0.015286681	0.016435728	0.017475344	0.018412187	0.019252566	0.020002463	0.020667541	0.021253164	0.021764411	0.022206091	0.022582753	0.022898701
0.001224483	0.003525001	0.005637589	0.007573677	0.009344081	0.010959031	0.012428198	0.013760728	0.014965266	0.016049979	0.017022585	0.017890373	0.018660227	0.019338645	0.019931759	0.020445356	0.020884894	0.02125552	0.021562085	0.021809163
0.001222953	0.003511807	0.005602464	0.007507697	0.009239549	0.010809375	0.012227872	0.013505118	0.014650609	0.015673283	0.016581556	0.017383349	0.018086112	0.018696857	0.019222172	0.019668252	0.020040919	0.020345639	0.020587549	0.020771466
0.001221425	0.003498663	0.005567558	0.007442291	0.009136187	0.010661763	0.012030775	0.013254257	0.014342568	0.015305428	0.016151953	0.016890693	0.017529661	0.018076367	0.018537846	0.018920685	0.019231049	0.019474708	0.019657058	0.019783143
0.0012199	0.003485567	0.005532869	0.007377455	0.009033981	0.010516167	0.011836854	0.013008055	0.014041004	0.014946207	0.015733481	0.016412	0.01699033	0.01747647	0.017877883	0.018201532	0.018453907	0.018641059	0.018768623	0.018841845
